car_id,brand,model,year,km_driven,fuel,transmission,owner,engine_cc,seats,city,color,insurance,price_inr
C0236,Honda,WR-V,2023,23240.0,Electric,Manual,2,1591.0,5,Chennai,Silver,Third Party,1546441
C0237,Renault,Triber,2022,41789.0,Petrol,Manual,1,1199.0,5,Delhi,Black,Comprehensive,960902
C0238,Maruti,Swift,2022,60958.0,Petrol,Automatic,2,2755.0,5,Mumbai,White,Comprehensive,1183548
C0239,Honda,WR-V,2015,130021.0,Diesel,Manual,2,2993.0,5,Ahmedabad,Silver,Comprehensive,992398
C0240,Hyundai,Venue,2024,5000.0,Petrol,Manual,2,1199.0,7,Delhi,Red,Third Party,1366093
C0241,Honda,City,2019,74831.0,Petrol,Automatic,2,1998.0,7,Mumbai,Silver,Comprehensive,1478278
C0242,Toyota,Innova,2018,73519.0,Petrol,Automatic,1,1199.0,5,Kolkata,Red,Comprehensive,1426277
C0243,Renault,Triber,2015,102417.0,Diesel,Automatic,2,998.0,5,Ahmedabad,Grey,Comprehensive,706442
C0244,Hyundai,Venue,2014,138533.0,Petrol,Automatic,4,1998.0,5,Kochi,Black,Comprehensive,617761
C0245,Volkswagen,Taigun,2014,123200.0,Diesel,Manual,2,998.0,5,Bengaluru,Grey,Third Party,716793
C0246,Ford,EcoSport,2015,108617.0,CNG,Manual,1,1497.0,5,Bengaluru,Black,Third Party,741878
C0247,Toyota,Etios,2024,5000.0,Petrol,Automatic,2,1998.0,5,Chennai,Silver,Comprehensive,1725570
C0248,Toyota,Innova,2015,104616.0,Petrol,Manual,1,1498.0,5,Kochi,Red,Comprehensive,1158681
C0249,Volkswagen,Virtus,2020,27332.0,Electric,Manual,1,1197.0,7,Jaipur,Blue,Comprehensive,1519052
C0250,Kia,Seltos,2022,81365.0,Petrol,Automatic,3,2755.0,7,Kolkata,Black,Comprehensive,1852203
C0251,Kia,Carens,2014,128112.0,Petrol,Manual,1,1591.0,5,Kolkata,Black,Third Party,933541
C0252,Maruti,Baleno,2024,5000.0,Petrol,Manual,1,1998.0,5,Chennai,Blue,Comprehensive,1355313
C0253,Maruti,Vitara Brezza,2024,12156.0,Diesel,Manual,2,2755.0,5,Kochi,Blue,Comprehensive,1495754
C0254,Hyundai,Creta,2017,89942.0,Petrol,Manual,1,998.0,5,Bengaluru,Grey,Comprehensive,1014322
C0255,Tata,Nexon,2020,43784.0,Petrol,Manual,2,1497.0,7,Hyderabad,Black,Third Party,1130238
C0256,Honda,Amaze,2016,112220.0,Diesel,Manual,2,1591.0,5,Delhi,Grey,Comprehensive,787772
C0257,Ford,EcoSport,2019,83487.0,Petrol,Manual,2,2179.0,7,Hyderabad,Grey,Comprehensive,1071479
C0258,Volkswagen,Virtus,2024,21283.0,Petrol,Automatic,1,1197.0,5,Hyderabad,White,Comprehensive,1749517
C0259,Honda,City,2016,113259.0,Diesel,Automatic,2,1498.0,5,Ahmedabad,Black,Third Party,879087
C0260,Toyota,Etios,2024,20144.0,Petrol,Manual,1,2993.0,5,Mumbai,White,Comprehensive,1917335
C0261,Volkswagen,Polo,2022,5000.0,CNG,Automatic,1,2179.0,5,Kochi,Black,Comprehensive,1540301
C0262,Toyota,Yaris,2020,63961.0,CNG,Automatic,1,2755.0,7,Jaipur,Grey,Comprehensive,1675613
C0263,Toyota,Fortuner,2014,71692.0,Petrol,Manual,3,1497.0,5,Delhi,Grey,Comprehensive,1384469
C0264,Kia,Seltos,2016,85660.0,Diesel,Automatic,1,2755.0,7,Chennai,Black,Third Party,1643751
C0265,Renault,Kiger,2014,111501.0,Electric,Manual,2,2179.0,5,Kochi,Silver,Third Party,796901
C0266,Tata,Altroz,2019,59211.0,Diesel,Manual,1,1197.0,5,Bengaluru,Silver,Third Party,957774
C0267,Kia,Seltos,2022,5000.0,Diesel,Manual,1,1591.0,5,Hyderabad,Grey,Comprehensive,1874484
C0268,Ford,Aspire,2021,33677.0,Diesel,Automatic,1,2393.0,5,Delhi,Black,Third Party,1398734
C0269,Ford,Figo,2015,116622.0,Electric,Manual,3,1199.0,7,Mumbai,Blue,Comprehensive,763247
C0270,Mahindra,XUV500,2024,23457.0,Diesel,Manual,1,1498.0,7,Pune,Red,Comprehensive,1772617
C0271,Toyota,Fortuner,2017,97241.0,Electric,Manual,1,1197.0,5,Kochi,Blue,Comprehensive,1955466
C0272,Mahindra,Thar,2018,63390.0,Petrol,Automatic,1,998.0,5,Mumbai,Black,Third Party,1289395
C0273,Toyota,Innova,2015,110115.0,Petrol,Manual,1,1498.0,5,Pune,Black,Comprehensive,1152552
C0274,Maruti,Dzire,2016,112655.0,Petrol,Automatic,1,2179.0,5,Ahmedabad,Silver,Third Party,645366
C0275,Ford,EcoSport,2022,30184.0,Petrol,Automatic,2,1591.0,5,Pune,Blue,Third Party,1352152
C0276,Mahindra,XUV300,2019,71621.0,Diesel,Automatic,1,2179.0,5,Kochi,White,Expired,1417822
C0277,Maruti,Wagon R,2014,74992.0,Petrol,Automatic,3,2755.0,5,Chennai,Red,Comprehensive,575168
C0278,Mahindra,Bolero,2015,117914.0,Petrol,Manual,2,1199.0,5,Hyderabad,Black,Third Party,670229
C0279,Ford,Figo,2020,54448.0,Diesel,Manual,2,2993.0,7,Ahmedabad,Blue,Comprehensive,1219878
C0280,Volkswagen,Vento,2019,64767.0,Electric,Manual,1,2179.0,5,Delhi,White,Comprehensive,1428266
C0281,Mahindra,XUV300,2022,26042.0,Petrol,Automatic,2,1199.0,5,Mumbai,White,Comprehensive,1456333
C0282,Ford,Figo,2016,114997.0,Petrol,Manual,1,1498.0,7,Jaipur,Blue,Third Party,735306
C0283,Honda,City,2023,5000.0,Petrol,Manual,1,2393.0,7,Kolkata,Red,Comprehensive,1655765
C0284,Tata,Harrier,2019,79006.0,Diesel,Manual,1,1498.0,5,Kolkata,Black,Comprehensive,1343191
C0285,Mahindra,XUV500,2014,126694.0,Petrol,Manual,2,2393.0,5,Pune,Red,Expired,892902
C0286,Renault,Duster,2016,93188.0,Petrol,Manual,1,2393.0,5,Mumbai,Silver,Comprehensive,946821
C0287,Kia,Sonet,2017,93956.0,Diesel,Manual,1,2993.0,5,Jaipur,White,Comprehensive,1332422
C0288,Hyundai,Verna,2017,92129.0,Petrol,Manual,1,1591.0,5,Mumbai,Grey,Comprehensive,919401
C0289,Tata,Safari,2018,80665.0,Petrol,Automatic,2,1197.0,5,Pune,Blue,Comprehensive,1259619
C0290,Tata,Harrier,2023,31878.0,Petrol,Automatic,1,1998.0,7,Mumbai,Silver,Comprehensive,1809344
C0291,Mahindra,XUV500,2018,68537.0,Diesel,Manual,1,2993.0,5,Bengaluru,Silver,Comprehensive,1543352
C0292,Honda,WR-V,2023,8205.0,Electric,Manual,1,998.0,5,Delhi,White,Comprehensive,1566460
C0293,Tata,Altroz,2019,49450.0,Diesel,Manual,1,1498.0,7,Jaipur,Red,Comprehensive,1063854
C0294,Ford,EcoSport,2024,13605.0,Electric,Manual,2,1199.0,5,Delhi,Black,Comprehensive,1541331
C0295,Mahindra,XUV300,2014,126465.0,Petrol,Automatic,1,1591.0,7,Kolkata,Grey,Comprehensive,1171130
C0296,Mahindra,XUV500,2017,80511.0,Diesel,Automatic,1,1199.0,5,Bengaluru,Black,Comprehensive,1288847
C0297,Volkswagen,Vento,2015,133382.0,Petrol,Manual,1,1998.0,7,Jaipur,Grey,Comprehensive,906722
C0298,Kia,Carens,2016,103479.0,Diesel,Manual,1,2179.0,5,Bengaluru,White,Comprehensive,1311769
C0299,Renault,Triber,2024,5000.0,Diesel,Automatic,1,1197.0,5,Ahmedabad,Grey,Comprehensive,1407633
C0300,Hyundai,Creta,2023,44207.0,Diesel,Manual,1,2993.0,5,Kochi,White,Third Party,1634524
C0301,Mahindra,XUV500,2017,92440.0,Petrol,Automatic,2,998.0,5,Pune,Black,Third Party,1149456
C0302,Honda,City,2020,52197.0,Diesel,Manual,1,1497.0,5,Mumbai,White,Comprehensive,1426424
C0303,Maruti,Wagon R,2021,51479.0,Petrol,Manual,1,1498.0,7,Bengaluru,Red,Comprehensive,993448
C0304,Toyota,Innova,2020,56946.0,CNG,Automatic,1,1998.0,5,Chennai,Blue,Comprehensive,1686144
C0305,Kia,Carens,2022,32884.0,Petrol,Manual,2,1199.0,5,Ahmedabad,Silver,Comprehensive,1514748
C0306,Volkswagen,Polo,2019,93906.0,Petrol,Manual,3,1199.0,5,Kochi,Silver,Comprehensive,822234
C0307,Hyundai,Grand i10,2014,120485.0,Electric,Automatic,2,1498.0,7,Kochi,Blue,Comprehensive,697912
C0308,Maruti,Wagon R,2022,47813.0,Petrol,Manual,2,1199.0,5,Pune,Black,Comprehensive,872882
C0309,Ford,Figo,2022,5000.0,Electric,Manual,1,2993.0,5,Hyderabad,Silver,Comprehensive,1468004
C0310,Renault,Kiger,2016,88362.0,Diesel,Manual,2,1199.0,5,Kolkata,Grey,Comprehensive,748906
C0311,Honda,Amaze,2021,30972.0,Diesel,Manual,2,1199.0,5,Kolkata,Red,Comprehensive,1173983
C0312,Kia,Seltos,2024,27501.0,Petrol,Manual,1,1497.0,5,Chennai,White,Third Party,1704022
C0313,Hyundai,Verna,2016,91406.0,Petrol,Automatic,2,2755.0,7,Pune,White,Third Party,1060751
C0314,Maruti,Baleno,2020,94880.0,Petrol,Automatic,2,1197.0,5,Kochi,Red,Third Party,833811
C0315,Toyota,Innova,2015,92341.0,Petrol,Manual,1,1998.0,5,Ahmedabad,White,Third Party,1276624
C0316,Ford,Aspire,2015,117773.0,Diesel,Manual,2,2993.0,5,Kochi,Black,Comprehensive,710025
C0317,Honda,WR-V,2021,82238.0,Electric,Manual,1,2179.0,7,Kolkata,Silver,Comprehensive,1524809
C0318,Kia,Carens,2022,11216.0,Petrol,Manual,1,1199.0,5,Bengaluru,Blue,Comprehensive,1619654
C0319,Honda,City,2020,42665.0,Diesel,Manual,1,998.0,5,Pune,White,Comprehensive,1286875
C0320,Mahindra,XUV300,2017,78929.0,Diesel,Automatic,1,2993.0,5,Chennai,White,Comprehensive,1310271
C0321,Kia,Sonet,2015,124673.0,Diesel,Manual,2,2179.0,5,Delhi,White,Comprehensive,1022250
C0322,Volkswagen,Vento,2019,66949.0,Diesel,Manual,2,2393.0,5,Mumbai,Black,Comprehensive,1180633
C0323,Hyundai,Verna,2016,98757.0,Petrol,Manual,1,1197.0,7,Chennai,Black,Comprehensive,808153
C0324,Kia,Carens,2024,5000.0,Petrol,Manual,1,1998.0,5,Chennai,Red,Third Party,1834502
C0325,Hyundai,Venue,2019,72188.0,Petrol,Manual,2,1998.0,5,Ahmedabad,Black,Comprehensive,1131599
C0326,Maruti,Swift,2015,101981.0,Petrol,Manual,1,2179.0,5,Jaipur,Red,Expired,581674
C0327,Renault,Kiger,2017,88283.0,Diesel,Automatic,2,1998.0,5,Mumbai,Grey,Comprehensive,986117
C0328,Kia,Sonet,2019,74768.0,Petrol,Manual,2,998.0,5,Bengaluru,Silver,Comprehensive,1229880
C0329,Tata,Harrier,2020,79248.0,Petrol,Manual,3,2179.0,5,Jaipur,Silver,Comprehensive,1286925
C0330,Hyundai,Venue,2019,67870.0,Electric,Automatic,1,1497.0,5,Chennai,White,Comprehensive,1266695
C0331,Hyundai,Venue,2022,44324.0,Diesel,Manual,1,2993.0,5,Ahmedabad,White,Comprehensive,1555057
C0332,Toyota,Innova,2024,17565.0,Diesel,Manual,2,1498.0,5,Kochi,Blue,Comprehensive,1783224
C0333,Maruti,Vitara Brezza,2019,75156.0,Petrol,Manual,1,1497.0,5,Pune,Blue,Comprehensive,939694
C0334,Hyundai,Creta,2022,41612.0,Petrol,Manual,2,2755.0,7,Bengaluru,Grey,Third Party,1546210
C0335,Volkswagen,Polo,2019,48624.0,Petrol,Manual,1,1197.0,5,Jaipur,Silver,Third Party,986506
C0336,Volkswagen,Vento,2015,133163.0,Diesel,Manual,1,1497.0,5,Hyderabad,Grey,Comprehensive,789343
C0337,Maruti,Vitara Brezza,2019,80166.0,Petrol,Manual,1,998.0,5,Delhi,Blue,Comprehensive,913631
C0338,Maruti,Baleno,2015,124287.0,Diesel,Manual,2,2755.0,5,Jaipur,Blue,Comprehensive,706348
C0339,Volkswagen,Polo,2018,96036.0,Petrol,Automatic,3,2179.0,5,Kolkata,White,Third Party,1021797
C0340,Volkswagen,Polo,2019,74110.0,CNG,Automatic,2,2755.0,5,Hyderabad,Black,Comprehensive,1112811
C0341,Ford,Figo,2024,6435.0,Petrol,Manual,1,1197.0,5,Kochi,Red,Comprehensive,1345930
C0342,Honda,WR-V,2019,64817.0,Petrol,Manual,1,1497.0,5,Ahmedabad,Blue,Third Party,1113769
C0343,Ford,Figo,2015,66331.0,Petrol,Manual,1,1998.0,5,Mumbai,Black,Comprehensive,531630
C0344,Toyota,Fortuner,2022,43242.0,Petrol,Automatic,1,1199.0,5,Delhi,Red,Comprehensive,2144293
C0345,Maruti,Wagon R,2022,34350.0,Petrol,Automatic,2,1998.0,7,Bengaluru,Blue,Comprehensive,1196375
C0346,Honda,Amaze,2019,67677.0,Petrol,Automatic,2,2393.0,5,Hyderabad,Black,Comprehensive,1077102
C0347,Volkswagen,Vento,2019,79508.0,Petrol,Manual,1,1498.0,7,Mumbai,Blue,Expired,1186946
C0348,Honda,Amaze,2017,64717.0,Diesel,Automatic,2,2179.0,5,Hyderabad,Red,Comprehensive,1094433
C0349,Renault,Kiger,2019,71329.0,Diesel,Automatic,2,1998.0,5,Mumbai,Blue,Comprehensive,1187577
C0350,Toyota,Innova,2020,76657.0,Diesel,Manual,2,2179.0,5,Mumbai,Black,Expired,1659837
C0351,Hyundai,Venue,2016,97363.0,Diesel,Manual,1,2993.0,5,Ahmedabad,Red,Comprehensive,1212318
C0352,Volkswagen,Polo,2020,58651.0,Petrol,Manual,1,1498.0,7,Jaipur,Silver,Comprehensive,1199857
C0353,Maruti,Dzire,2014,161435.0,Diesel,Manual,2,1197.0,5,Chennai,Black,Third Party,423183
C0354,Mahindra,Thar,2018,56829.0,Petrol,Manual,4,1199.0,5,Chennai,Blue,Third Party,1194392
C0355,Honda,Amaze,2015,134719.0,Diesel,Manual,3,1591.0,5,Mumbai,Grey,Third Party,672188
C0356,Maruti,Vitara Brezza,2023,40545.0,Diesel,Automatic,1,1199.0,7,Chennai,Black,Third Party,1356831
C0357,Honda,Amaze,2023,17923.0,Petrol,Automatic,1,1498.0,5,Bengaluru,White,Third Party,1462803
C0358,Kia,Sonet,2020,68945.0,Diesel,Manual,1,2179.0,5,Hyderabad,Black,Third Party,1394812
C0359,Honda,WR-V,2019,57738.0,Electric,Automatic,3,998.0,7,Chennai,Silver,Comprehensive,1264455
C0360,Maruti,Dzire,2024,5000.0,Petrol,Manual,1,1199.0,5,Chennai,Black,Third Party,1102096
C0361,Mahindra,XUV300,2014,154601.0,Diesel,Manual,1,2755.0,5,Chennai,Blue,Comprehensive,971038
C0362,Ford,Endeavour,2015,118186.0,Diesel,Automatic,2,2755.0,5,Bengaluru,Black,Comprehensive,1572868
C0363,Mahindra,Bolero,2022,21131.0,Petrol,Automatic,1,1498.0,7,Pune,Grey,Comprehensive,1552093
C0364,Hyundai,Venue,2021,58919.0,Diesel,Manual,1,1197.0,5,Mumbai,Blue,Comprehensive,1163510
C0365,Renault,Duster,2019,82062.0,Petrol,Manual,1,1199.0,7,Pune,White,Comprehensive,1046585
C0366,Tata,Safari,2016,79424.0,Petrol,Manual,1,2179.0,5,Bengaluru,Grey,Comprehensive,1083605
C0367,Ford,Endeavour,2014,116653.0,CNG,Manual,1,1497.0,5,Ahmedabad,White,Third Party,1147698
C0368,Renault,Duster,2022,59629.0,Petrol,Manual,3,1591.0,5,Hyderabad,Silver,Comprehensive,1025241
C0369,Kia,Seltos,2022,33799.0,Petrol,Manual,1,1591.0,5,Kochi,Silver,Third Party,1531623
C0370,Tata,Altroz,2024,5000.0,Petrol,Manual,2,2179.0,5,Ahmedabad,Red,Third Party,1366578
C0371,Renault,Kiger,2020,40830.0,Diesel,Automatic,2,2393.0,7,Pune,Silver,Comprehensive,1314061
C0372,Kia,Carens,2015,139054.0,Diesel,Automatic,1,1498.0,5,Bengaluru,Red,Expired,1107038
C0373,Tata,Altroz,2021,38925.0,Electric,Manual,2,1998.0,7,Kolkata,Silver,Comprehensive,1425510
C0374,Maruti,Vitara Brezza,2022,68977.0,Diesel,Manual,3,1591.0,5,Pune,Black,Comprehensive,1090621
C0375,Ford,Endeavour,2015,95189.0,Petrol,Manual,1,2393.0,7,Chennai,White,Expired,1354226
C0376,Tata,Nexon,2017,102995.0,Diesel,Manual,1,1199.0,5,Chennai,Grey,Expired,762174
C0377,Tata,Tiago,2021,53694.0,Petrol,Automatic,1,2393.0,5,Bengaluru,Blue,Comprehensive,1293793
C0378,Honda,WR-V,2018,77518.0,CNG,Automatic,1,1199.0,5,Delhi,Red,Comprehensive,1078687
C0379,Maruti,Swift,2023,33745.0,Diesel,Manual,2,1197.0,5,Kochi,Black,Comprehensive,1054016
C0380,Maruti,Baleno,2019,77008.0,Petrol,Manual,2,1197.0,7,Chennai,Red,Comprehensive,848530
C0381,Volkswagen,Taigun,2016,114882.0,Petrol,Manual,1,998.0,5,Ahmedabad,Blue,Third Party,902260
C0382,Hyundai,Verna,2020,85300.0,Petrol,Manual,1,998.0,7,Delhi,Grey,Comprehensive,1283645
C0383,Ford,Endeavour,2020,73699.0,Petrol,Automatic,1,1591.0,7,Mumbai,Black,Third Party,1761383
C0384,Mahindra,XUV300,2014,123893.0,Diesel,Automatic,1,1998.0,5,Pune,Silver,Comprehensive,1055653
C0385,Volkswagen,Vento,2018,97144.0,Diesel,Manual,2,1998.0,5,Kochi,Silver,Comprehensive,1108540
C0386,Maruti,Baleno,2016,87184.0,Diesel,Manual,2,2993.0,5,Bengaluru,Silver,Comprehensive,941757
C0387,Volkswagen,Polo,2020,51570.0,Petrol,Automatic,1,2993.0,5,Hyderabad,Red,Third Party,1426797
C0388,Volkswagen,Vento,2017,103161.0,Electric,Automatic,3,2993.0,5,Pune,White,Third Party,1241182
C0389,Ford,Figo,2023,5000.0,Petrol,Manual,1,2993.0,5,Mumbai,White,Third Party,1334164
C0390,Honda,Jazz,2015,71692.0,Diesel,Automatic,1,1498.0,7,Bengaluru,Grey,Comprehensive,1021363
C0391,Honda,Amaze,2020,51577.0,Petrol,Manual,2,1498.0,5,Mumbai,Black,Third Party,1204770
C0392,Honda,WR-V,2014,152259.0,Petrol,Automatic,1,1199.0,7,Delhi,Grey,Comprehensive,763066
C0393,Ford,EcoSport,2020,59047.0,Petrol,Manual,1,1591.0,5,Hyderabad,White,Comprehensive,1034785
C0394,Toyota,Glanza,2023,24647.0,Petrol,Manual,3,1197.0,5,Bengaluru,Silver,Expired,1466713
C0395,Ford,Figo,2015,84116.0,Electric,Automatic,1,998.0,5,Hyderabad,Black,Comprehensive,731310
C0396,Renault,Duster,2024,5000.0,Petrol,Manual,1,1497.0,5,Delhi,Blue,Comprehensive,1372125
C0397,Ford,EcoSport,2020,79744.0,Petrol,Manual,1,998.0,5,Hyderabad,White,Comprehensive,909046
C0398,Honda,City,2014,107485.0,Petrol,Manual,4,1498.0,7,Ahmedabad,Blue,Comprehensive,762902
C0399,Volkswagen,Vento,2014,122340.0,Petrol,Manual,1,1199.0,5,Delhi,Red,Comprehensive,761107
C0400,Tata,Harrier,2017,68232.0,Petrol,Manual,1,1591.0,5,Chennai,Black,Comprehensive,1128453
C0401,Mahindra,XUV500,2018,92484.0,Petrol,Manual,1,1998.0,5,Ahmedabad,Black,Comprehensive,1174746
C0402,Tata,Safari,2022,54285.0,Diesel,Manual,1,2393.0,7,Hyderabad,Grey,Comprehensive,1732219
C0403,Honda,Jazz,2022,38059.0,Petrol,Automatic,1,1197.0,7,Ahmedabad,Silver,Third Party,1357265
C0404,Kia,Carens,2022,33308.0,Petrol,Manual,1,1591.0,5,Mumbai,Blue,Third Party,1531734
C0405,Tata,Altroz,2021,70124.0,Petrol,Automatic,1,2755.0,7,Mumbai,Blue,Third Party,1324783
C0406,Tata,Altroz,2016,107449.0,Petrol,Automatic,3,1197.0,5,Kolkata,Silver,Comprehensive,718455
C0407,Renault,Kwid,2015,110398.0,Diesel,Manual,1,998.0,5,Bengaluru,Silver,Comprehensive,595583
C0408,Hyundai,Creta,2019,50385.0,Petrol,Manual,1,1591.0,5,Mumbai,White,Third Party,1145753
C0409,Tata,Nexon,2015,131113.0,Diesel,Manual,2,1199.0,7,Mumbai,Black,Third Party,638628
C0410,Tata,Harrier,2017,96616.0,Diesel,Automatic,3,2755.0,5,Hyderabad,Black,Third Party,1223627
C0411,Kia,Sonet,2017,98512.0,Diesel,Automatic,1,2393.0,5,Kolkata,Blue,Third Party,1327890
C0412,Tata,Harrier,2018,72190.0,Petrol,Manual,2,2993.0,7,Delhi,Red,Comprehensive,1316084
C0413,Hyundai,Verna,2015,112278.0,Petrol,Automatic,2,1591.0,7,Delhi,Silver,Comprehensive,840294
C0414,Maruti,Baleno,2019,67214.0,Petrol,Automatic,1,1591.0,5,Jaipur,Black,Comprehensive,1024902
C0415,Tata,Altroz,2021,44228.0,CNG,Manual,1,1998.0,5,Delhi,Grey,Comprehensive,1120330
C0416,Toyota,Fortuner,2015,75124.0,Petrol,Manual,1,2179.0,5,Ahmedabad,Blue,Third Party,1600294
C0417,Honda,Amaze,2021,36820.0,Diesel,Automatic,2,2393.0,7,Bengaluru,Red,Comprehensive,1431629
C0418,Toyota,Etios,2019,82583.0,Petrol,Manual,1,2993.0,5,Chennai,White,Third Party,1404961
C0419,Kia,Carens,2023,19046.0,Petrol,Automatic,1,1591.0,5,Delhi,Black,Third Party,1565527
C0420,Maruti,Wagon R,2014,127037.0,Petrol,Manual,1,2393.0,5,Kolkata,Red,Comprehensive,564318
C0421,Honda,City,2020,71692.0,Diesel,Manual,4,1998.0,5,Mumbai,Black,Comprehensive,1299474
C0422,Tata,Nexon,2023,5409.0,Diesel,Manual,1,1199.0,5,Kolkata,Blue,Comprehensive,1442546
C0423,Toyota,Glanza,2021,71692.0,Petrol,Automatic,1,998.0,5,Delhi,Red,Third Party,1285873
C0424,Tata,Altroz,2019,66908.0,CNG,Manual,1,2179.0,7,Chennai,Silver,Comprehensive,1073155
C0425,Tata,Altroz,2014,145443.0,Petrol,Manual,3,2755.0,5,Pune,Blue,Third Party,603110
C0426,Mahindra,Thar,2024,9805.0,Petrol,Automatic,2,2179.0,5,Pune,Blue,Comprehensive,1836701
C0427,Ford,Aspire,2015,122378.0,Petrol,Automatic,1,1199.0,5,Jaipur,White,Comprehensive,781273
C0428,Ford,EcoSport,2014,133691.0,CNG,Manual,4,2755.0,5,Bengaluru,White,Comprehensive,546639
C0429,Ford,Figo,2019,74099.0,Petrol,Manual,1,2393.0,5,Ahmedabad,Silver,Third Party,1094751
C0430,Toyota,Fortuner,2021,46159.0,Diesel,Manual,3,998.0,5,Kochi,Grey,Third Party,2013027
C0431,Ford,Aspire,2017,116836.0,Electric,Automatic,2,998.0,5,Pune,Red,Comprehensive,1088015
C0432,Kia,Seltos,2022,42038.0,Petrol,Automatic,2,1199.0,7,Jaipur,White,Expired,1638071
C0433,Volkswagen,Vento,2014,137292.0,Petrol,Manual,1,2755.0,7,Ahmedabad,White,Comprehensive,839837
C0434,Maruti,Baleno,2019,55463.0,Diesel,Automatic,1,2393.0,7,Pune,Black,Comprehensive,1190976
C0435,Mahindra,XUV500,2019,35942.0,Electric,Manual,1,2755.0,5,Kolkata,Black,Comprehensive,1663234
C0436,Volkswagen,Virtus,2024,5000.0,Petrol,Manual,1,2393.0,5,Kochi,Black,Comprehensive,1749442
C0437,Maruti,Swift,2024,18602.0,Diesel,Manual,3,1998.0,5,Jaipur,Grey,Comprehensive,1176067
C0438,Honda,Amaze,2015,129361.0,Petrol,Manual,2,2755.0,5,Pune,Black,Third Party,828734
C0439,Honda,Jazz,2014,110917.0,Petrol,Automatic,1,1497.0,5,Delhi,Red,Third Party,709852
C0440,Mahindra,Scorpio,2022,21497.0,CNG,Manual,3,1591.0,5,Mumbai,Silver,Comprehensive,1341624
C0441,Honda,City,2020,58282.0,Petrol,Manual,1,1199.0,5,Delhi,Black,Comprehensive,1393401
C0442,Toyota,Etios,2016,76578.0,Petrol,Manual,1,1498.0,5,Ahmedabad,Blue,Third Party,886566
C0443,Ford,Figo,2014,154014.0,Petrol,Manual,1,1998.0,5,Chennai,Black,Third Party,476402
C0444,Mahindra,XUV500,2023,21540.0,Petrol,Manual,1,1591.0,7,Pune,Blue,Third Party,1684890
C0445,Toyota,Etios,2016,105100.0,Diesel,Manual,2,1497.0,5,Delhi,Silver,Comprehensive,1130830
C0446,Kia,Seltos,2023,16345.0,Diesel,Automatic,1,1197.0,7,Jaipur,Black,Comprehensive,1967692
C0447,Renault,Duster,2015,94546.0,Petrol,Automatic,4,2179.0,5,Ahmedabad,Grey,Third Party,636667
C0448,Toyota,Yaris,2020,66046.0,Petrol,Manual,1,1497.0,5,Ahmedabad,Blue,Expired,1427493
C0449,Maruti,Baleno,2014,107142.0,Petrol,Automatic,2,1497.0,5,Delhi,Silver,Comprehensive,459097
C0450,Maruti,Swift,2019,56659.0,Petrol,Automatic,1,1498.0,5,Kolkata,Grey,Third Party,789256
C0451,Mahindra,XUV500,2016,116935.0,Petrol,Automatic,1,1497.0,5,Pune,Silver,Third Party,1173446
C0452,Tata,Tiago,2014,100908.0,Diesel,Manual,1,1998.0,5,Delhi,Black,Third Party,516598
C0453,Mahindra,Bolero,2015,124518.0,CNG,Manual,1,998.0,5,Bengaluru,White,Expired,630716
C0454,Hyundai,Creta,2019,30151.0,Petrol,Automatic,1,1497.0,5,Mumbai,Red,Comprehensive,1390990
C0455,Toyota,Fortuner,2015,110556.0,Diesel,Manual,2,2393.0,7,Jaipur,Black,Comprehensive,1822596
C0456,Maruti,Swift,2020,56539.0,Petrol,Manual,1,2179.0,5,Kochi,Blue,Comprehensive,1144193
C0457,Tata,Safari,2023,9496.0,Petrol,Manual,1,1591.0,5,Delhi,Red,Third Party,1597240
C0458,Kia,Carens,2019,68245.0,CNG,Manual,3,2393.0,5,Ahmedabad,Silver,Third Party,1371474
C0459,Tata,Harrier,2015,98737.0,Petrol,Manual,1,2993.0,5,Hyderabad,Blue,Expired,1106239
C0460,Toyota,Glanza,2022,54040.0,Petrol,Manual,4,1497.0,7,Mumbai,Black,Third Party,1322883
C0461,Volkswagen,Vento,2020,54451.0,Petrol,Manual,1,1497.0,5,Delhi,Blue,Comprehensive,1158242
C0462,Mahindra,XUV500,2020,71636.0,Petrol,Manual,1,1998.0,5,Bengaluru,Silver,Comprehensive,1382026
C0463,Ford,Figo,2024,37266.0,Diesel,Manual,1,998.0,5,Bengaluru,White,Comprehensive,1177458
C0464,Toyota,Fortuner,2020,69930.0,Petrol,Manual,1,2993.0,7,Pune,Red,Comprehensive,2113630
C0465,Ford,Aspire,2018,65756.0,Diesel,Manual,2,2755.0,7,Mumbai,Silver,Comprehensive,1103361
C0466,Hyundai,Verna,2021,23374.0,CNG,Manual,1,2393.0,5,Jaipur,White,Comprehensive,1367858
C0467,Kia,Seltos,2014,129720.0,Petrol,Automatic,3,1197.0,5,Hyderabad,Red,Third Party,984701
C0468,Honda,Amaze,2018,87026.0,Petrol,Manual,2,2755.0,7,Mumbai,Silver,Third Party,1125187
C0469,Hyundai,Verna,2016,111917.0,Electric,Manual,1,1591.0,5,Chennai,White,Comprehensive,1092698
C0470,Mahindra,Bolero,2018,94128.0,Diesel,Automatic,1,1197.0,5,Ahmedabad,Silver,Comprehensive,1138261
C0471,Toyota,Innova,2018,78417.0,Petrol,Manual,1,1498.0,5,Kolkata,Red,Comprehensive,1528994
C0472,Ford,Endeavour,2015,105085.0,Petrol,Manual,3,1497.0,5,Kolkata,Red,Comprehensive,1181067
